schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score
100237,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Gumbertstr.",1.0,40229,Düsseldorf,Gumbertstr. 191,211.0,9215317.0,211.0,2202122.0,100237@schule.nrw.de,https://gumbertschule.de/,1.0,10042.0,5111000.0,1.0,01.07.1973,EPSG:25832,349380.0,5674304.0,,51.200261,6.844084,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2119215317.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,85,28.3,2,8,75,23,22,51,60,"2024,2023,2022",Unfallatlas,Alt Eller,94,51.2000683,6.8427725,,Vennhauser Allee,204,51.1989864,6.8461856,,Eller Mitte S,407,51.2012488,6.8384538,,Vennhauser Allee,172,51.1992301,6.8459166,1,Schlesische Straße,1307,51.2078335,6.8297418,4,Am Stufstock,1427,51.20662,6.8262877,,Alt Eller,106,51.1999209,6.8426627,,Vennhauser Allee,189,51.1989205,6.8457627,3,Bernburger Straße,329,51.1985402,6.8402363,,26,93,"1, 2, 3, 4, 5, 6, 7",75.0
100250,2.0,St. -Peter-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG St. -Peter",1.0,40215,Düsseldorf,Jahnstr. 97,211.0,8924741.0,211.0,8924746.0,100250@schule.nrw.de,http://www.st-peter-schule-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344980.0,5675726.0,,51.211862,6.78054,Grundschule,Öffentlich,Düsseldorf,St. -Peter-Schule Städt. Kath. Grundschule - Primarstufe -,2118924741.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,168,56.0,0,21,147,53,29,90,125,"2024,2023,2022",Unfallatlas,"U-Bahn (51.2135, 6.7754)",402,51.213512,6.7753976,,Kirchplatz,403,51.2134442,6.775327,,"U-Bahn (51.2140, 6.7759)",405,51.2140212,6.7758624,,Morsestraße,159,51.2113893,6.7826944,2,Corneliusstraße,240,51.2135537,6.7826697,1,Bilker Allee/Friedrichstraße,269,51.2108002,6.7770716,,Morsestraße,235,51.2110409,6.7836411,,Corneliusstraße,252,51.2139189,6.7820582,4,Bilker Allee/Friedrichstraße,262,51.2108416,6.7771496,3,42,142,"1, 2, 3, 4, 5, 6",75.0
100262,2.0,St. Michael Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG St. Michael Schule",1.0,40231,Düsseldorf,Kempgensweg 65,211.0,8921726.0,211.0,8929434.0,100262@schule.nrw.de,https://www.gs-kempgensweg.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,348307.0,5675212.0,,51.208136,6.828354,Grundschule,Öffentlich,Düsseldorf,St. Michael Schule Städt. Kath. Grundschule - Primarstufe -,2118921726.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,78,26.0,0,9,69,17,20,42,98,"2024,2023,2022",Unfallatlas,Schlesische Straße,144,51.2080664,6.8304203,,Am Hackenbruch,402,51.2059482,6.8329476,,Jägerstraße,668,51.2038321,6.8350491,,Schlesische Straße,102,51.2078335,6.8297418,4,Am Stufstock,222,51.20662,6.8262877,,Lierenfeld Betriebshof,664,51.21239,6.8216586,,Schlesische Straße,132,51.2083547,6.8302168,,Am Stufstock,216,51.2066092,6.8264334,,Am Hackenbruch,374,51.2061502,6.8326811,,23,88,"1, 3, 4, 5, 6, 7",75.0
100274,2.0,Franz-Boehm-Schule,Städtische Katholische Grundschule,- Primarstufe -,"Düsseldorf, KG Franz-Boehm-Schule",1.0,40627,Düsseldorf,Kamper Weg 291,211.0,8927910.0,211.0,8927915.0,100274@schule.nrw.de,http://www.grundschule-kamper-weg.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350712.0,5676059.0,,51.216381,6.862405,Grundschule,Öffentlich,Düsseldorf,Franz-Boehm-Schule Städtische Katholische Grundschule - Primarstufe -,2118927910.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,30,10.0,0,5,25,13,8,18,48,"2024,2023,2022",Unfallatlas,Düsseldorf-Gerresheim,445,51.2202703,6.863938,,Düsseldorf-Eller,1691,51.2022903,6.8532798,,Vennhauser Allee,2240,51.1989864,6.8461856,,Gerresheim S,566,51.2208432,6.8663026,,Morper Straße,743,51.2228488,6.8650938,,Hardenbergstraße,1161,51.2268171,6.8618529,,Eisenacher Weg,154,51.2165713,6.8602122,1,Knuppertsbrück,283,51.2170266,6.8663409,K2,Hürthstraße,403,51.2128139,6.8633942,,19,64,"1, 2, 3, 4, K2",75.0
100286,2.0,St. Apollinaris Schule,Städtische Katholische Grundschule,- Primarstufe -,"Düsseldorf, KG St. Apollinaris Schule",1.0,40589,Düsseldorf,Itterstr. 16,211.0,8924726.0,211.0,8924736.0,100286@schule.nrw.de,http://www.apollinarisschule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,348372.0,5671509.0,,51.174879,6.830847,Grundschule,Öffentlich,Düsseldorf,St. Apollinaris Schule Städtische Katholische Grundschule - Primarstufe -,2118924726.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,49,16.3,0,5,44,21,11,23,58,"2024,2023,2022",Unfallatlas,Holthausen,165,51.1750391,6.8331984,,Elbruchstraße,558,51.1794329,6.8274946,,Niederheid,798,51.1704229,6.8398211,,Am Trippelsberg,1508,51.165973,6.8471501,,Schöne Aussicht,2194,51.1624197,6.8552485,,Kappeler Straße,2456,51.1622377,6.8597257,1,Holthausen,99,51.1750163,6.8322546,6,Kaldenberger Straße,324,51.1725188,6.828131,,Adolf-Klarenbach-Straße,393,51.1732073,6.8358161,,23,59,"1, 5, 6",75.0
100298,2.0,Städtische Katholische Grundschule,Lohausen,- Primarstufe -,"Düsseldorf, KG Lohausen",1.0,40474,Düsseldorf,Im Grund 78,211.0,8992798.0,211.0,8929433.0,100298@schule.nrw.de,http://www.kleine-gelbe-schule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,342189.0,5682912.0,,51.275664,6.737446,Grundschule,Öffentlich,Düsseldorf,Städtische Katholische Grundschule Lohausen - Primarstufe -,2118992798.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,5,1.7,0,0,5,4,0,2,402,"2024,2023,2022",Unfallatlas,Lohausen,746,51.2742085,6.7479155,,Sportpark Nord/Europaplatz,1256,51.2643783,6.7368595,,Mörikestraße,1364,51.2644576,6.7454372,,Alte Landstraße,1494,51.2890645,6.7390622,,Eckenerstraße,2568,51.2716832,6.7738111,2,Elsässer Straße,2710,51.2678312,6.7743286,,Lohausen Kirche,90,51.2752841,6.7362975,,Im Grund,193,51.2773489,6.7367768,,Anna-von-Krane-Straße,293,51.2732736,6.7392018,,20,31,,65.0
100304,2.0,Städtische Katholische Grundschule,Mettmanner Straße,- Primarstufe -,"Düsseldorf, KG Mettmanner Straße",1.0,40233,Düsseldorf,Hubbelrather Str. 13,211.0,8997971.0,211.0,8929449.0,100304@schule.nrw.de,https://kgs-mettmannerstrasse.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,346843.0,5676926.0,,51.223147,6.806679,Grundschule,Öffentlich,Düsseldorf,Städtische Katholische Grundschule Mettmanner Straße - Primarstufe -,2118997971.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,157,52.3,0,15,142,57,25,91,59,"2024,2023,2022",Unfallatlas,Kettwiger Straße,308,51.2209225,6.8093039,,Düsseldorf-Flingern,415,51.2262363,6.8100175,,"U-Bahn (51.2196, 6.8037)",448,51.2195684,6.8037292,,Kettwiger Straße,281,51.2212869,6.8094134,3,Stadtwerke/Düsselstrand,323,51.2240085,6.8111023,,Fichtenstraße,433,51.2192678,6.8072066,,Langerstraße,155,51.2233126,6.8044665,,Kettwiger Straße,264,51.2210491,6.8084516,5,Stadtwerke/Düsselstrand,288,51.2236465,6.8107308,,32,164,"1, 16, 17, 18, 2, 3, 4, 5, 6, 7, 8, 9, de.05111000.uhlandstrasse",75.0
100316,2.0,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Höhenstr.",1.0,40227,Düsseldorf,Höhenstr. 5,211.0,8928261.0,211.0,8929182.0,100316@schule.nrw.de,http://www.kgs-hoehenstrasse.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,346329.0,5676194.0,,51.216431,6.799638,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,2118928261.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,,160,53.3,0,22,138,68,42,101,140,"2024,2023,2022",Unfallatlas,Oberbilker Markt/Warschauer Straße,238,51.2167032,6.8030259,,Oberbilker Markt / Warschauer Straße,246,51.2162979,6.8031583,,Handelszentrum Moskauer Straße,277,51.2186758,6.801367,,Flügelstraße,194,51.2149526,6.8011173,,Oberbilker Markt U,305,51.216436,6.8040192,,Fichtenstraße,538,51.21849,6.806624,1,Stahlstraße,154,51.2155725,6.7979054,,Flügelstraße,181,51.2151603,6.8012603,,Oberbilker Markt U,228,51.2166615,6.8028861,,37,178,"1, 10, 11, 12, 13, 14, 16, 17, 18, 2, 3, 4, 5, 6, 7, 8, 9, SEV",75.0
100328,2.0,Gutenberg Schule,Städt. Gem. Grundschule,,"Düsseldorf, GG Gutenberg Schule",1.0,40235,Düsseldorf,Grafenberger Allee 384,211.0,8924469.0,211.0,8924467.0,100328@schule.nrw.de,http://www.gutenbergschule-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,348138.0,5678851.0,,51.24079,6.824394,Grundschule,Öffentlich,Düsseldorf,Gutenberg Schule Städt. Gem. Grundschule,2118924469.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,60,20.0,1,4,55,15,7,36,80,"2024,2023,2022",Unfallatlas,Staufenplatz,183,51.2414466,6.82681,,Schlüterstraße/Arbeitsagentur,495,51.2368685,6.8210372,,Pöhlenweg,707,51.2400254,6.834471,,Vautierstraße,267,51.2425909,6.821854,,Staufenplatz,326,51.2411907,6.8290262,,Schlüterstraße/Arbeitsagentur,472,51.2370358,6.8212263,2,Staufenplatz,171,51.2413784,6.8266632,,Vautierstraße,266,51.2426934,6.822087,3,Schlüterstraße/Arbeitsagentur,272,51.2387578,6.822221,,27,78,"1, 2, 3, 4, 5, 6, 730, 8, 894",75.0
100330,2.0,Städt. Gem. Grundschule Urdenbach,,,"Düsseldorf, GG Urdenbach",1.0,40593,Düsseldorf,Garather Str. 16,211.0,8924450.0,211.0,8924460.0,100330@schule.nrw.de,http://www.ggs-garather-strasse.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,351137.0,5668271.0,,51.146509,6.871713,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Urdenbach,2118924450.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,10,3.3,0,0,10,3,3,6,27,"2024,2023,2022",Unfallatlas,Benrath S,1721,51.1615408,6.8775869,,Urdenbacher Allee,1747,51.1620826,6.8750211,,Schloss Benrath,1778,51.1623833,6.8686762,,Urdenbacher Allee,1745,51.1620659,6.87502,2,Schloss Benrath,1766,51.1622562,6.8683888,1,Benrath Betriebshof,1811,51.1610492,6.8834101,,Flößerstraße,234,51.1484662,6.8704905,,Josef-Kürten-Platz,374,51.1496963,6.8734342,,Tübinger Straße,418,51.1491585,6.8674624,,12,39,"1, 2",50.0
100365,2.0,Volker-Rosin-Schule,Städt. Gemeinschaftsg. Arnstadter Weg,- Primarstufe -,"Düsseldorf, GG Volker-Rosin-Schule",1.0,40627,Düsseldorf,Arnstadter Weg 6-16,211.0,8926420.0,211.0,8926425.0,100365@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-arnstadterweg,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350024.0,5676168.0,,51.21718,6.852516,Grundschule,Öffentlich,Düsseldorf,Volker-Rosin-Schule Städt. Gemeinschaftsg. Arnstadter Weg - Primarstufe -,2118926420.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,22,7.3,0,4,18,12,3,17,220,"2024,2023,2022",Unfallatlas,Düsseldorf-Gerresheim,867,51.2202703,6.863938,,Düsseldorf-Eller,1657,51.2022903,6.8532798,,Schlesische Straße,1843,51.2080664,6.8304203,,Gerresheim S,1043,51.2208432,6.8663026,,Morper Straße,1079,51.2228488,6.8650938,,Hardenbergstraße,1253,51.2268171,6.8618529,,Gothaer Weg,206,51.2173041,6.8554644,1,Grünberger Weg,268,51.2179555,6.8488788,,Reichenbacher Weg,457,51.2131853,6.8540317,,10,71,"1, 2, 3, 4, K2",65.0
100389,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Deutzer Str.",1.0,40229,Düsseldorf,Deutzer Str. 102,211.0,8924793.0,211.0,8924795.0,100389@schule.nrw.de,http://www.ggs-deutzerstrasse.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350404.0,5673283.0,,51.191356,6.859156,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118924793.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,,66,22.0,0,7,59,9,4,38,58,"2024,2023,2022",Unfallatlas,Düsseldorf-Reisholz,1117,51.1813384,6.8604122,,Vennhauser Allee,1240,51.1989864,6.8461856,,Düsseldorf-Eller,1283,51.2022903,6.8532798,,Vennhauser Allee,1213,51.1986906,6.8462792,7,Schlesische Straße,2749,51.2078335,6.8297418,4,Am Stufstock,2851,51.20662,6.8262877,,Deutzer Straße,156,51.1923391,6.8575525,2,Am Pflanzkamp,322,51.1928707,6.8630892,,Am Schönekamp,339,51.1884743,6.8607574,,18,34,2,50.0
100390,2.0,Städt. Gem. Grundschule,,,"Düsseldorf, GG Am Köhnen",1.0,40599,Düsseldorf,Am Köhnen 73,211.0,8923970.0,211.0,8923972.0,100390@schule.nrw.de,https://ggs-amkoehnen.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350878.0,5671978.0,,51.179753,6.866476,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule,2118923970.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,42,14.0,1,6,35,11,10,29,139,"2024,2023,2022",Unfallatlas,Düsseldorf-Reisholz,458,51.1813384,6.8604122,,Schloss Benrath,1938,51.1623833,6.8686762,,Kappeler Straße,1995,51.1622443,6.8602084,,Schloss Benrath,1915,51.1625952,6.8688718,2,Kappeler Straße,1988,51.1622638,6.8605664,,Am Trippelsberg,2040,51.165973,6.8471501,,Reisholz S,235,51.1789608,6.8633456,,In der Donk,278,51.1822371,6.8660612,,Altenbrückstraße,500,51.1838653,6.8693941,,15,59,"1, 2, 3, 4, 5",75.0
100420,2.0,Carl Sonnenschein Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Carl Sonnenschein Schule",1.0,40237,Düsseldorf,Graf-Recke-Str. 153,211.0,8928340.0,211.0,6790791.0,100420@schule.nrw.de,http://www.carlsonnenschein-schule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347654.0,5679193.0,,51.243734,6.81732,Grundschule,Öffentlich,Düsseldorf,Carl Sonnenschein Schule Städt. Kath. Grundschule - Primarstufe -,2118928340.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,,31,10.3,0,1,30,12,6,21,12,"2024,2023,2022",Unfallatlas,Staufenplatz,708,51.2414466,6.82681,,Schlüterstraße/Arbeitsagentur,806,51.2368685,6.8210372,,Grunerstraße,1088,51.243424,6.8016906,,Vautierstraße,340,51.2425909,6.821854,,Graf-Recke-Straße,362,51.2452342,6.8219317,,Schlüterstraße/Arbeitsagentur,793,51.2370358,6.8212263,2,Clara-Viebig-Straße,227,51.2435497,6.8140753,,Graf-Recke-Straße,288,51.2452369,6.8206983,5,Vautierstraße,329,51.2425485,6.8216436,4,26,90,"1, 2, 3, 4, 5, 6, 7, 730, 8, 894",65.0
100432,2.0,St.Bruno-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG St.Bruno-Schule",1.0,40468,Düsseldorf,An der Golzheimer Heide 120,211.0,8923695.0,211.0,8923698.0,100432@schule.nrw.de,http://stbruno-schule.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344375.0,5681981.0,,51.2679,6.769167,Grundschule,Öffentlich,Düsseldorf,St.Bruno-Schule Städt. Kath. Grundschule - Primarstufe -,2118923695.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,,21,7.0,0,2,19,9,0,12,86,"2024,2023,2022",Unfallatlas,Flughafen Terminal C,1096,51.2775037,6.765651,,Düsseldorf Flughafen Terminal,1153,51.2781696,6.7668377,,Freiligrathplatz,1189,51.2653156,6.7525772,,Elsässer Straße,359,51.2678312,6.7743286,,Eckenerstraße,530,51.2716832,6.7738111,2,An der Piwipp,701,51.2631407,6.7757743,,Elsässer Straße,361,51.2678433,6.7743481,,Meisenweg,424,51.2712398,6.7662166,,Carl-Sonnenschein-Straße,581,51.2655133,6.761739,,6,64,"1, 2, 3, 4",70.0
100444,2.0,Paul-Klee-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Paul-Klee-Schule",1.0,40211,Düsseldorf,Gerresheimer Str. 34-36,211.0,8923752.0,211.0,8923756.0,100444@schule.nrw.de,http://www.grundschule-paul-klee.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,346021.0,5677476.0,,51.227868,6.794681,Grundschule,Öffentlich,Düsseldorf,Paul-Klee-Schule Städt. Kath. Grundschule - Primarstufe -,2118923752.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,,192,64.0,2,25,165,73,44,107,89,"2024,2023,2022",Unfallatlas,Pempelforter Straße,239,51.2282854,6.7913123,,Düsseldorf Wehrhahn,250,51.2284203,6.7981599,,Wehrhahn S,343,51.2299883,6.7982635,,Pempelforter Straße,204,51.2283529,6.7918495,,Birkenstraße,395,51.2269924,6.8001821,3,Worringer Platz,439,51.2239699,6.7956433,5,Pempelforter Straße,182,51.2286188,6.7923634,6,Wehrhahn S,312,51.2298716,6.79781,1,Elisabethkirche,319,51.2265734,6.7987637,,46,170,"1, 10, 11, 12, 13, 14, 16, 17, 18, 2, 3, 4, 5, 6, 7, 8, 9, W1, W2, de.05111000.uhlandstrasse",75.0
100468,2.0,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Fuldaer Str.",1.0,40229,Düsseldorf,Fuldaer Str. 33,211.0,8926950.0,211.0,8926959.0,100468@schule.nrw.de,https://www.kgs-fuldaerstr.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,348909.0,5673402.0,,51.192032,6.837727,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,2118926950.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,22,7.3,1,5,16,5,5,13,27,"2024,2023,2022",Unfallatlas,Düsseldorf-Eller Süd,671,51.1979924,6.8362486,,Alt Eller,960,51.2000683,6.8427725,,Vennhauser Allee,972,51.1989864,6.8461856,,Vennhauser Allee,950,51.1986906,6.8462792,7,Am Stufstock,1807,51.20662,6.8262877,,Schlesische Straße,1843,51.2078335,6.8297418,4,Fuldaer Straße,204,51.1938675,6.8375777,,Kissinger Straße,217,51.1924659,6.8407631,,Ludwigstraße,405,51.1946101,6.8336116,,22,86,"1, 2, 3, 4, 5, 6, 7",65.0
100470,2.0,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Flurstr.",1.0,40235,Düsseldorf,Flurstr. 59,211.0,8924557.0,211.0,8924561.0,100470@schule.nrw.de,http://www.ggs-flurstrasse.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,347544.0,5677510.0,,51.228582,6.816462,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118924557.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,,85,28.3,0,13,72,36,21,55,13,"2024,2023,2022",Unfallatlas,Düsseldorf-Flingern,519,51.2262363,6.8100175,,Düsseldorf Engerstraße,536,51.2332096,6.8143021,,Lindemannstraße,644,51.2319302,6.8089088,,Bruchstraße,86,51.2293103,6.8168646,1,Hoffeldstraße,102,51.2288141,6.8150456,,Flingern S,335,51.2274987,6.8119759,,Bruchstraße,88,51.2293259,6.8168732,1,Hoffeldstraße,101,51.2287909,6.8150479,,Lichtstraße,272,51.2309511,6.8174394,,39,126,"1, 2, 3, 4, 5, 6",65.0
100481,2.0,Städt. Katholische Grundschule,Florensstraße,- Primarstufe -,"Düsseldorf, KG Florensstraße",1.0,40221,Düsseldorf,Heinsenstr. 21,211.0,8924395.0,211.0,8924398.0,100481@schule.nrw.de,http://www.kg-florensstr.eschool.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,342226.0,5675149.0,,51.205923,6.741396,Grundschule,Öffentlich,Düsseldorf,Städt. Katholische Grundschule Florensstraße - Primarstufe -,2118924395.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,,9,3.0,0,4,5,6,0,5,159,"2024,2023,2022",Unfallatlas,Düsseldorf-Hamm,542,51.2107669,6.7405588,,Düsseldorf Völklinger Straße,1404,51.2101375,6.7603901,,Neuss Rheinparkcenter,1698,51.2061815,6.717021,,Hammer Dorfstraße,435,51.2098,6.7422138,,Hamm S,461,51.2100418,6.7406357,,Hemmersbachweg,824,51.2112956,6.7495338,,Florensstraße,155,51.2046539,6.7423326,1,Hamm S,586,51.2108796,6.7385362,,D-Hamm S,589,51.2108866,6.7384535,,8,38,"1, 2",65.0
100493,2.0,Fleher Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Fleher Schule",1.0,40223,Düsseldorf,Fleher Str. 213,211.0,8926940.0,211.0,8926949.0,100493@schule.nrw.de,http://www.kgs-flehe.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344144.0,5673735.0,,51.193744,6.769445,Grundschule,Öffentlich,Düsseldorf,Fleher Schule Städt. Kath. Grundschule - Primarstufe -,2118926940.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,29,9.7,0,2,27,20,3,13,146,"2024,2023,2022",Unfallatlas,Volmerswerther Straße,254,51.1927121,6.766201,,Aachener Platz,284,51.1962946,6.7692431,,Krahkampweg,483,51.1901259,6.7656132,,Volmerswerther Straße,217,51.1929044,6.7666288,,Aachener Platz,280,51.1962508,6.7691308,1,Krahkampweg,453,51.1904106,6.7657088,,Am Scharfenstein,22,51.1938523,6.7697095,,Flehe,190,51.1921261,6.7703359,,Volmerswerther Straße,235,51.1927986,6.7664241,,36,84,"1, 2, 3, 4, 5",75.0
100500,2.0,Bonifatiusschule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Bonifatiusschule",1.0,40223,Düsseldorf,Fleher Str. 70,211.0,8922110.0,211.0,8929638.0,100500@schule.nrw.de,http://www.bonifatiusschule-duesseldorf.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,343958.0,5674723.0,,51.202571,6.766356,Grundschule,Öffentlich,Düsseldorf,Bonifatiusschule Städt. Kath. Grundschule - Primarstufe -,2118922110.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,,86,28.7,1,17,68,35,12,52,24,"2024,2023,2022",Unfallatlas,Südring,405,51.2000742,6.7705889,,Suitbertusstraße,507,51.2043681,6.7730425,,Aachener Platz,726,51.1962946,6.7692431,,Südring,385,51.2003637,6.7706205,,Suitbertusstraße,493,51.2042504,6.7729045,,Georg-Schulhoff-Platz,707,51.2074469,6.759832,,Merkusstraße,109,51.2015893,6.7663987,,Merkurstraße,115,51.2015393,6.7662951,,Im Dahlacker,179,51.20403,6.7652716,,23,103,"1, 2, 3, 4, 5, 6, V1, V2",75.0
