schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe
100316,02,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Höhenstr.",1,40227,Düsseldorf,Höhenstr. 5,0211,8928261,0211,8929182,100316@schule.nrw.de,http://www.kgs-hoehenstrasse.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,346329,5676194,,51.216431,6.799638,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,02118928261,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0
100328,02,Gutenberg Schule,Städt. Gem. Grundschule,,"Düsseldorf, GG Gutenberg Schule",1,40235,Düsseldorf,Grafenberger Allee 384,0211,8924469,0211,8924467,100328@schule.nrw.de,http://www.gutenbergschule-duesseldorf.de,1,10042,05111000,1,01.08.1973,EPSG:25832,348138,5678851,,51.24079,6.824394,Grundschule,Öffentlich,Düsseldorf,Gutenberg Schule Städt. Gem. Grundschule,02118924469,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
100330,02,Städt. Gem. Grundschule Urdenbach,,,"Düsseldorf, GG Urdenbach",1,40593,Düsseldorf,Garather Str. 16,0211,8924450,0211,8924460,100330@schule.nrw.de,http://www.ggs-garather-strasse.de,1,10042,05111000,1,01.08.1973,EPSG:25832,351137,5668271,,51.146509,6.871713,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Urdenbach,02118924450,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
100365,02,Volker-Rosin-Schule,Städt. Gemeinschaftsg. Arnstadter Weg,- Primarstufe -,"Düsseldorf, GG Volker-Rosin-Schule",1,40627,Düsseldorf,Arnstadter Weg 6-16,0211,8926420,0211,8926425,100365@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-arnstadterweg,1,10042,05111000,1,01.08.1973,EPSG:25832,350024,5676168,,51.21718,6.852516,Grundschule,Öffentlich,Düsseldorf,Volker-Rosin-Schule Städt. Gemeinschaftsg. Arnstadter Weg - Primarstufe -,02118926420,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
100389,02,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Deutzer Str.",1,40229,Düsseldorf,Deutzer Str. 102,0211,8924793,0211,8924795,100389@schule.nrw.de,http://www.ggs-deutzerstrasse.de,1,10042,05111000,1,01.08.1973,EPSG:25832,350404,5673283,,51.191356,6.859156,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,02118924793,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
100390,02,Städt. Gem. Grundschule,,,"Düsseldorf, GG Am Köhnen",1,40599,Düsseldorf,Am Köhnen 73,0211,8923970,0211,8923972,100390@schule.nrw.de,https://ggs-amkoehnen.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,350878,5671978,,51.179753,6.866476,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule,02118923970,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
100420,02,Carl Sonnenschein Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Carl Sonnenschein Schule",1,40237,Düsseldorf,Graf-Recke-Str. 153,0211,8928340,0211,6790791,100420@schule.nrw.de,http://www.carlsonnenschein-schule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,347654,5679193,,51.243734,6.81732,Grundschule,Öffentlich,Düsseldorf,Carl Sonnenschein Schule Städt. Kath. Grundschule - Primarstufe -,02118928340,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
100432,02,St.Bruno-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG St.Bruno-Schule",1,40468,Düsseldorf,An der Golzheimer Heide 120,0211,8923695,0211,8923698,100432@schule.nrw.de,http://stbruno-schule.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,344375,5681981,,51.2679,6.769167,Grundschule,Öffentlich,Düsseldorf,St.Bruno-Schule Städt. Kath. Grundschule - Primarstufe -,02118923695,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
100444,02,Paul-Klee-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Paul-Klee-Schule",1,40211,Düsseldorf,Gerresheimer Str. 34-36,0211,8923752,0211,8923756,100444@schule.nrw.de,http://www.grundschule-paul-klee.de,1,10042,05111000,1,01.08.1973,EPSG:25832,346021,5677476,,51.227868,6.794681,Grundschule,Öffentlich,Düsseldorf,Paul-Klee-Schule Städt. Kath. Grundschule - Primarstufe -,02118923752,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
100468,02,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Fuldaer Str.",1,40229,Düsseldorf,Fuldaer Str. 33,0211,8926950,0211,8926959,100468@schule.nrw.de,https://www.kgs-fuldaerstr.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,348909,5673402,,51.192032,6.837727,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,02118926950,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
100470,02,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Flurstr.",1,40235,Düsseldorf,Flurstr. 59,0211,8924557,0211,8924561,100470@schule.nrw.de,http://www.ggs-flurstrasse.de,1,10042,05111000,1,01.08.1973,EPSG:25832,347544,5677510,,51.228582,6.816462,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,02118924557,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0
100481,02,Städt. Katholische Grundschule,Florensstraße,- Primarstufe -,"Düsseldorf, KG Florensstraße",1,40221,Düsseldorf,Heinsenstr. 21,0211,8924395,0211,8924398,100481@schule.nrw.de,http://www.kg-florensstr.eschool.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,342226,5675149,,51.205923,6.741396,Grundschule,Öffentlich,Düsseldorf,Städt. Katholische Grundschule Florensstraße - Primarstufe -,02118924395,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0
100493,02,Fleher Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Fleher Schule",1,40223,Düsseldorf,Fleher Str. 213,0211,8926940,0211,8926949,100493@schule.nrw.de,http://www.kgs-flehe.de,1,10042,05111000,1,01.08.1973,EPSG:25832,344144,5673735,,51.193744,6.769445,Grundschule,Öffentlich,Düsseldorf,Fleher Schule Städt. Kath. Grundschule - Primarstufe -,02118926940,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
100500,02,Bonifatiusschule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Bonifatiusschule",1,40223,Düsseldorf,Fleher Str. 70,0211,8922110,0211,8929638,100500@schule.nrw.de,http://www.bonifatiusschule-duesseldorf.de,1,10042,05111000,1,01.08.1973,EPSG:25832,343958,5674723,,51.202571,6.766356,Grundschule,Öffentlich,Düsseldorf,Bonifatiusschule Städt. Kath. Grundschule - Primarstufe -,02118922110,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
100523,02,St. Franziskus Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG St. Franziskus Schule",1,40470,Düsseldorf,Herchenbachstr. 2,0211,8924810,0211,8925607,100523@schule.nrw.de,http://www.st-franziskus.schule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,347100,5679905,,51.249984,6.809085,Grundschule,Öffentlich,Düsseldorf,St. Franziskus Schule Städt. Kath. Grundschule - Primarstufe -,02118924810,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
100535,02,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Essener Str.",1,40476,Düsseldorf,Essener Str. 1,0211,8923807,0211,8923812,100535@schule.nrw.de,https://grundschule-essenerstrasse.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,345364,5679297,,51.244053,6.784492,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,02118923807,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0
100547,02,St. Cäcilia Schule,Städt. Kath. Grundschule,,"Düsseldorf, KG St. Cäcilia Schule",1,40597,Düsseldorf,Erich-Müller-Str. 31,0211,8928380,0211,8929672,100547@schule.nrw.de,http://www.kg-st-caecilia.eschool.de,1,10042,05111000,1,01.08.1973,EPSG:25832,351018,5670572,,51.167155,6.86906,Grundschule,Öffentlich,Düsseldorf,St. Cäcilia Schule Städt. Kath. Grundschule,02118928380,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
100560,02,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Einsiedelstr.",1,40597,Düsseldorf,Einsiedelstr. 25,0211,9822648,0211,8922654,100560@schule.nrw.de,http://www.kg-einsiedelstrasse.de,1,10042,05111000,1,01.08.1973,EPSG:25832,352148,5670092,,51.163135,6.885408,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,02119822648,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
100572,02,Max-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Max-Schule",1,40213,Düsseldorf,Citadellstr. 2 B,0211,8992493,0211,8929453,100572@schule.nrw.de,http://www.maxschule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,344321,5677005,,51.223175,6.770557,Grundschule,Öffentlich,Düsseldorf,Max-Schule Städt. Kath. Grundschule - Primarstufe -,02118992493,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
100584,02,St. Elisabeth Schule,Städt. Kath. Grundschule,,"Düsseldorf, KG St. Elisabeth Schule",1,40599,Düsseldorf,Buchenstr. 16,0211,744319,0211,7487190,100584@schule.nrw.de,http://www.sankt-elisabeth-schule-duesseldorf.de,1,10042,05111000,1,01.08.1973,EPSG:25832,350481,5671878,,51.178751,6.860841,Grundschule,Öffentlich,Düsseldorf,St. Elisabeth Schule Städt. Kath. Grundschule,0211744319,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
100596,02,St. Rochus-Schule,Städt. Katholische Grundschule,- Primarstufe -,"Düsseldorf, KG St. Rochus-Schule",1,40477,Düsseldorf,Blücherstr. 12,0211,8928300,0211,8929622,100596@schule.nrw.de,http://st-rochus-schule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,345241,5678844,,51.239949,6.782927,Grundschule,Öffentlich,Düsseldorf,St. Rochus-Schule Städt. Katholische Grundschule - Primarstufe -,02118928300,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
100602,02,Thomas-Schule,Städt. Kath. Grundschule,,"Düsseldorf, KG Thomas-Schule",1,40476,Düsseldorf,Blumenthalstr. 11,0211,8924682,0211,8924689,100602@schule.nrw.de,http://www.thomas-schule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,345106,5679832,,51.24879,6.780567,Grundschule,Öffentlich,Düsseldorf,Thomas-Schule Städt. Kath. Grundschule,02118924682,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0
100638,02,Montessori-Grundschule Farnweg,Städt. Gem. Grundschule,-Primarstufe-,"Düsseldorf, GG Montessori-Schule",1,40468,Düsseldorf,Farnweg 10,0211,4350990,0211,5162330,100638@schule.nrw.de,https://mgs-farnweg.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,343436,5681828,,51.266268,6.755785,Grundschule,Öffentlich,Düsseldorf,Montessori-Grundschule Farnweg Städt. Gem. Grundschule -Primarstufe-,02114350990,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0
100651,02,Adolf-Klarenbach-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Adolf-Klarenbach",1,40589,Düsseldorf,Walther-Rathenau-Str. 15,0211,8926190,0211,8926195,100651@schule.nrw.de,http://www.adolf-klarenbach-schule.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,348728,5671021,,51.170589,6.836141,Grundschule,Öffentlich,Düsseldorf,Adolf-Klarenbach-Schule Städt. Gem. Grundschule - Primarstufe -,02118926190,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0
100663,02,Städt. Gem. Grundschule Unterrath,- Primarstufe -,,"Düsseldorf, GG Beedstr.",1,40468,Düsseldorf,Beedstr. 31,0211,8927950,0211,8927959,100663@schule.nrw.de,https://ggs-unterrath.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,345385,5682820,,51.275714,6.78327,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Unterrath - Primarstufe -,02118927950,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0
100675,02,Selma-Lagerlöf-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Selma-Lagerlöf",1,40599,Düsseldorf,Schillstr. 7,0211,8925700,0211,8925705,100675@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-selmalagerloef/,1,10042,05111000,1,01.08.1973,EPSG:25832,351479,5671797,,51.178283,6.875143,Grundschule,Öffentlich,Düsseldorf,Selma-Lagerlöf-Schule Städt. Gem. Grundschule - Primarstufe -,02118925700,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
100687,02,Friedrich-von-Bodelschwingh Schule,Städt. Evangelische Grundschule,- Primarstufe -,"Düsseldorf, EG Friedrich-v.Bodelschwingh",1,40545,Düsseldorf,Cimbernstr. 24,0211,5585930,0211,9542252,100687@schule.nrw.de,http://www.bodelschwingh-oberkassel.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,343422,5677682,,51.229012,6.757397,Grundschule,Öffentlich,Düsseldorf,Friedrich-von-Bodelschwingh Schule Städt. Evangelische Grundschule - Primarstufe -,02115585930,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0
100699,02,Joachim Neander Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Joachim Neander",1,40472,Düsseldorf,Rather Markt 2,0211,9653337,0211,6509866,100699@schule.nrw.de,https://joachim-neander-schule.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,348325,5681850,,51.267788,6.8258,Grundschule,Öffentlich,Düsseldorf,Joachim Neander Schule Städt. Gem. Grundschule - Primarstufe -,02119653337,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
100705,02,Brehm Schule,Städt. Ev. Grundschule,,"Düsseldorf, EG Brehm Schule",1,40237,Düsseldorf,Karl-Müller-Str. 25,0211,8923941,0211,8923950,100705@schule.nrw.de,https://brehm-schule.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,347394,5678164,,51.234419,6.814037,Grundschule,Öffentlich,Düsseldorf,Brehm Schule Städt. Ev. Grundschule,02118923941,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0
100717,02,Elsa-Brandström-Schule,Städtische Evangelische Montessori-,Grundschule  - Primarstufe -,"Düsseldorf, EG Elsa-Brandström-Schule",1,40468,Düsseldorf,An der Golzheimer Heide 120,0211,8923692,0211,8923699,100717@schule.nrw.de,https://www.elsa-dus.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,344375,5681981,,51.2679,6.769167,Grundschule,Öffentlich,Düsseldorf,Elsa-Brandström-Schule Städtische Evangelische Montessori- Grundschule  - Primarstufe -,02118923692,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
100730,02,Martin-Luther-Schule,Städt. Ev. Grundschule,- Primarstufe -,"Düsseldorf, EG Martin-Luther-Schule",1,40225,Düsseldorf,Gotenstr. 20,0211,8921729,0211,8929461,100730@schule.nrw.de,http://www.mlsduesseldorf.de,1,10042,05111000,1,01.08.1973,EPSG:25832,344852,5673970,,51.196048,6.779468,Grundschule,Öffentlich,Düsseldorf,Martin-Luther-Schule Städt. Ev. Grundschule - Primarstufe -,02118921729,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
100742,02,Matthias-Claudius-Schule,Städt. Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Matthias-Claudius-Schule",1,40479,Düsseldorf,Bongardstr. 9,0211,8928310,0211,8929623,100742@schule.nrw.de,http://www.mcs-duesseldorf.de,1,10042,05111000,1,01.08.1973,EPSG:25832,345471,5678255,,51.234719,6.786474,Grundschule,Öffentlich,Düsseldorf,Matthias-Claudius-Schule Städt. Gemeinschaftsgrundschule - Primarstufe -,02118928310,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
100754,02,Hanna-Zürndorfer-Schule,Städtische Evangelische Grundschule,- Primarstufe -,"Düsseldorf, EG Hanna-Zürndorfer-Schule",1,40625,Düsseldorf,Benderstr. 78,0211,8928320,0211,8929625,100754@schule.nrw.de,https://hanna-zuerndorfer-schule.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,350061,5678452,,51.237714,6.85209,Grundschule,Öffentlich,Düsseldorf,Hanna-Zürndorfer-Schule Städtische Evangelische Grundschule - Primarstufe -,02118928320,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
100766,02,Beckbusch-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,"Düsseldorf, GG Beckbusch-Schule",1,40474,Düsseldorf,Beckbuschstr. 2,0211,8994719,0211,8929454,100766@schule.nrw.de,http://www.beckbuschschule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,343162,5681676,,51.264827,6.751927,Grundschule,Öffentlich,Düsseldorf,Beckbusch-Schule Städtische Gemeinschaftsgrundschule - Primarstufe -,02118994719,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
100778,02,Städt. Gem. Grundschule Lörick,- Primarstufe -,,"Düsseldorf, GG Wickrather Str.",1,40547,Düsseldorf,Wickrather Str. 31,0211,8924635,0211,8924630,100778@schule.nrw.de,https://www.ggs-loerick.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,341732,5679340,,51.243443,6.73248,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Lörick - Primarstufe -,02118924635,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
100780,02,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Vennhauser Allee",1,40627,Düsseldorf,Vennhauser Allee 160-162,0211,8926630,0211,8926635,100780@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-vennhauserallee/,1,10042,05111000,1,01.08.1973,EPSG:25832,350235,5674910,,51.205931,6.85606,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,02118926630,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
100791,02,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Südallee",1,40593,Düsseldorf,Südallee 100,0211,8928400,0211,8929686,100791@schule.nrw.de,http://www.ggs-suedallee.de,1,10042,05111000,1,01.08.1973,EPSG:25832,351895,5669146,,51.154569,6.882182,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,02118928400,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
100808,02,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Sonnenstr.",1,40227,Düsseldorf,Sonnenstr. 10,0211,8924780,0211,8929841,100808@schule.nrw.de,http://www.fgz-sonnenstrasse.de,1,10042,05111000,1,01.08.1973,EPSG:25832,345813,5675803,,51.212779,6.792423,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,02118924780,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
100810,02,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Konkordiastr.",1,40219,Düsseldorf,Konkordiastr. 26,0211,8923662,0211,8923672,100810@schule.nrw.de,https://konkordiaschule.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,344222,5676165,,51.2156,6.769505,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,02118923662,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
100821,02,Don-Bosco-Montessori-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Don-Bosco-Montessori-Schu",1,40545,Düsseldorf,Salierstr. 37,0211,8925650,0211,9542162,100821@schule.nrw.de,http://www.don-bosco-grundschule.de,1,10042,05111000,1,01.08.1973,EPSG:25832,343436,5677781,,51.229905,6.757555,Grundschule,Öffentlich,Düsseldorf,Don-Bosco-Montessori-Schule Städt. Gem. Grundschule - Primarstufe -,02118925650,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0
100833,02,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Rolandstr.",1,40476,Düsseldorf,Rolandstr. 40,0211,8923780,0211,8923786,100833@schule.nrw.de,http://www.ggrolandstrasse-duesseldorf.de,1,10042,05111000,1,01.08.1973,EPSG:25832,344811,5679471,,51.245466,6.7765,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,02118923780,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
100845,02,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Richardstr.",1,40231,Düsseldorf,Richardstr. 14,0211,8923951,0211,8923958,100845@schule.nrw.de,http://www.ggs-richardstrasse.de,1,10042,05111000,1,01.08.1973,EPSG:25832,348945,5674839,,51.204954,6.837637,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,02118923951,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0
100869,02,Städtische Gemeinschaftsgrundschule,Wrangelstraße  -Primarstufe-,,"Düsseldorf, GG Wrangelstraße",1,40470,Düsseldorf,Wrangelstr. 40,0211,8992880,0211,8929435,100869@schule.nrw.de,http://www.ggs-wrangelstrasse.de,1,10042,05111000,1,01.08.1973,EPSG:25832,347136,5680546,,51.255753,6.809327,Grundschule,Öffentlich,Düsseldorf,Städtische Gemeinschaftsgrundschule Wrangelstraße  -Primarstufe-,02118992880,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0
100870,02,Städtische Gemeinschaftsgrundschule,- Primarstufe -,,"Düsseldorf, GG Neustrelitzer Str.",1,40595,Düsseldorf,Neustrelitzer Str. 10,0211,8926770,0211,8926775,100870@schule.nrw.de,http://www.neustrelitzer.de/,1,10042,05111000,1,01.08.1973,EPSG:25832,352969,5668576,,51.149723,6.897761,Grundschule,Öffentlich,Düsseldorf,Städtische Gemeinschaftsgrundschule - Primarstufe -,02118926770,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
