schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_data_source
,Liebigschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Kollwitzstraße 3,60488,Frankfurt am Main,Frankfurt am Main,Hessen,Praunheim,50.135,8.60963,+49 69 212 39479,+49 69 212 39480,poststelle.liebigschule@stadt-frankfurt.de,http://www.liebigschule-frankfurt.de,Stadt Frankfurt am Main,,,Rolf Oechsler,Ina Lack,1123.0,29.0,08:00 bis 13:15 Uhr und 14:00 bis 17:15 Uhr,,"Schwerpunkt Sport, Schwerpunkt Naturwissenschaften, Schwerpunkt Sprachen",,,Deutsch,,"Englisch, Französisch","Englisch, Französisch, Spanisch","Französisch, Spanisch, Bilingual, Französisch","Englisch, Französisch, Englisch, Französisch, Spanisch, Französisch, Spanisch, Bilingual, Französisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Ganztägig arbeitende Schule, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen",,"Europaschule, Umweltschule, eTwinning-Qualitätssiegel, Business@School","""Liebigschulverein e.V.""",Von der Stadtbücherei aufgebaut und organisiert.,"Justus von Liebig (1803-1873), deutscher Chemiker",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/liebigschule,liebigschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Stephan-Heise-Straße,408.0,50.136283,8.6149963,,Friedhof Westhausen,479.0,50.1388388,8.6126856,,Hausener Weg,828.0,50.131425,8.6198226,,Rebstockbad,2463.0,50.1137127,8.6191804,,An der Dammheide,2493.0,50.11727,8.6310384,,Markus-Krankenhaus,2581.0,50.1366388,8.6457564,,Stephan-Heise-Straße,387.0,50.1366836,8.6143817,,Friedhof Westhausen,439.0,50.138329,8.6129316,,Gymnasium Westhausen,624.0,50.140616,8.6097059,,8,32,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Louise-von-Rothschild-Schule,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Weiterführende allgemeinbildende Schule",5-10,Usinger Straße 24,60389,Frankfurt am Main,Frankfurt am Main,Hessen,Bornheim,50.131,8.70609,+49 69 212 35341,+49 69 212 34431,poststelle.louise-von-rothschild-schule@stadt-frankfurt.de,http://www.louise-von-rothschild-schule-frankfurt.de,Stadt Frankfurt am Main,,,Tina Meerwarth,N.N.,407.0,17.0,08:00 bis 16:30 Uhr,,"Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Neue Technologien",,,Deutsch,,Englisch,Französisch,,"Englisch, Französisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung der Deutschkenntnisse, Ganztägig arbeitende Schule, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Pausenverkauf, Besondere Leseförderung, Jugendhilfeangebot, Leseförderung",,"""Bewegte Schule"", Umweltschule","""Verein der Freunde und Förderer der Louise-von-Rothschild-Schule """,,"Louise von Rothschild (1820 bis 1894), verheiratet mit Mayer Karl von Rothschild, stiftete das Clementine Kinderhospital",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/louise-von-rothschild-schule,louise-von-rothschild-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Vereinsstraße,410.0,50.1328401,8.7110775,,Am Rötheneck,421.0,50.1327705,8.7113072,,Seckbacher Landstraße,504.0,50.1337504,8.7117066,,Burgstraße,390.0,50.1275798,8.7049036,,Hartmann-Ibach-Straße,449.0,50.1274935,8.7029603,,Günthersburgpark (Jina-Mahsa-Amini-Platz),486.0,50.1288885,8.7001207,,Usinger Straße,42.0,50.131019,8.7055064,,Prüfling,260.0,50.1286606,8.7061881,,Weidenbornstraße,265.0,50.1314633,8.7097327,,26,105,"34, 38, 43, OF-103, n5",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Ludwig-Börne-Schule,Haupt- und Realschule,weiterfuehrende-allgemeinbildende-schulen,"Haupt- und Realschule, Weiterführende allgemeinbildende Schule",5-10,Lange Straße 30-36,60311,Frankfurt am Main,Frankfurt am Main,Hessen,Innenstadt,50.1141171,8.6936718,+49 69 212 33056,+49 69 212 31646,Poststelle.ludwig-boerne-schule@stadt-frankfurt.de,http://www.ludwig-boerne-schule.de,Stadt Frankfurt am Main,,,Dieter Maschler,Torsten Stüben,405.0,18.0,"siehe ""Erläuterung z der Unterrichtszeit""",,Schwerpunkt Neue Technologien,,,Deutsch,,Englisch,"Französisch, Herkunftssprachlicher Unterricht, Griechisch, Kroatisch, Türkisch",,"Englisch, Französisch, Herkunftssprachlicher Unterricht, Griechisch, Kroatisch, Türkisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung der Deutschkenntnisse, Ganztägig arbeitende Schule, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,"""Gesundheitsfördernde Schule""","""Der Förderverein der Ludwig-Börne-Schule""",Schullandheim,"Ludwig Börne (1786 - 1837), Frankfurter Schriftsteller, revolutionärer Demokrat und politischer Journalist",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/ludwig-boerne-schule,ludwig-boerne-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Ostendstraße,178.0,50.1135977,8.6960282,,Pfingstweidstraße,311.0,50.1157441,8.697217,,Theobald-Christ-Straße,337.0,50.1153532,8.6979941,,Allerheiligentor,91.0,50.1133044,8.6935615,,Ostendstraße,262.0,50.1133086,8.6971262,,Börneplatz/Stoltzestraße,318.0,50.1126369,8.6898582,,Allerheiligentor,76.0,50.1134382,8.6937608,,Ostendstraße,141.0,50.1136031,8.6954766,,Friedberger Anlage,241.0,50.1162052,8.6945815,,78,166,"14, 18, 36, n72",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Max-Beckmann-Schule,Gymnasiale Oberstufe,weiterfuehrende-allgemeinbildende-schulen,"Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",11-13,Sophienstraße 70,60487,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.121,8.65306,+49 69 212 36964,+49 69 212 39724,poststelle.max-beckmann-schule@stadt-frankfurt.de,http://www.m-b-s.de,Stadt Frankfurt am Main,,,Ralf Rappl,,571.0,,07:50 bis 16:05 Uhr,,,,,Deutsch,,"Englisch, Französisch","Englisch, Französisch, Latein, Russisch, Spanisch","Englisch, Französisch, Latein, Spanisch","Englisch, Französisch, Englisch, Französisch, Latein, Russisch, Spanisch, Englisch, Französisch, Latein, Spanisch",,,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung der Deutschkenntnisse, Pausenverkauf",,,"""Gesellschaft der Freunde und Förderer der Max-Beckmann-Schule e.V. "", Ansprechpartner/in: Herr Stripp",Schülerzeitung,"Max Beckmann (1884-1950), Maler",,,Anzahl der Kurse in den Oberstufen: 274,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/max-beckmann-schule,max-beckmann-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Zeppelinallee,85.0,50.1203282,8.6536434,,Universitätsbibliothek;Bockenheimer Depot,93.0,50.120165,8.6531293,,Bockenheimer Warte,110.0,50.1200336,8.6527636,,Bockenheimer Warte,166.0,50.1208587,8.6507444,,Adalbert-/Schloßstraße,637.0,50.1192964,8.6445296,,Juliusstraße,655.0,50.1254101,8.6469765,,Bockenheimer Warte,86.0,50.1205887,8.654088,,Palmengartenstraße,337.0,50.1196967,8.6573324,M36;N7,Senckenbergmuseum,411.0,50.1173291,8.6523501,,39,131,"36, 73, M36, N7",60.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Meisterschule,Hauptschule,weiterfuehrende-allgemeinbildende-schulen,"Hauptschule, Weiterführende allgemeinbildende Schule",1-9,Herbert-von-Meister-Straße 5,65931,Frankfurt am Main,Frankfurt am Main,Hessen,Sindlingen,50.0792,8.51367,+49 69 212 45523,+49 69 212 45518,poststelle.meisterschule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Felicitas Rathke,Rüdiger Angelstein,365.0,20.0,08:00 bis 16:00 Uhr,,"Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Neue Technologien, Schwerpunkt Sport",,,Deutsch,Englisch,"Englisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",,,"Englisch, Englisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Jugendhilfeangebot, Mittagessen, Pausenverkauf",,,,,"Dr. Herbert von Meister (1866-1919), Mitbegründer und Gönner der Schule, Chemiker",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/meisterschule,meisterschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt am Main Sindlingen,932.0,50.0875382,8.5123032,,Frankfurt-Zeilsheim,1330.0,50.0902826,8.5066433,,Hattersheim (Main),2122.0,50.0680551,8.4895321,,Bolongaropalast,3750.0,50.1017019,8.5528179,,Zuckschwerdtstraße,3839.0,50.103061,8.5525659,,Tillystraße,4142.0,50.1014311,8.5602646,,Allesinastraße,99.0,50.078318,8.5138116,,Friedhof Sindlingen,192.0,50.0797532,8.5111263,,Westenbergerstraße,227.0,50.079972,8.5166194,,16,38,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Metropolitan School Frankfurt,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",,Eschborner Landstraße 134,60489,Frankfurt am Main,Frankfurt am Main,Hessen,Rödelheim,50.1295,8.59543,+49 69 96864050,+49 69 968640520,office@m-school.de,http://www.m-school.de,Private Träger,Metropolitan School Frankfurt gGmbH,Staatlich anerkannte Ersatzschule,Peter Ferres,,750.0,19.0,08:30 bis 15:30 Uhr,,"Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Neue Technologien, Schwerpunkt Sprachen",,,Bilingual Deutsch/Englisch,"Englisch, Weitere Sprachangebote, Französisch, Spanisch, Bilingual, Englisch",,,,"Englisch, Weitere Sprachangebote, Französisch, Spanisch, Bilingual, Englisch",Ganztagsangebote,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Mittagessen, Pausenverkauf",,,MSF Friends e.V.,Schulzeitung,,,,Ergänzungsschule für Sek II,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/metropolitan-school-frankfurt,metropolitan-school-frankfurt,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Rödelheim,978.0,50.1247899,8.6070103,,Eschborn Süd,1304.0,50.133625,8.5783053,,Stephan-Heise-Straße,1586.0,50.136283,8.6149963,,Rebstockbad,2439.0,50.1137127,8.6191804,,Leonardo-da-Vinci-Allee,2867.0,50.1134821,8.6269473,,An der Dammheide,2880.0,50.11727,8.6310384,,Graf-Vollrath-Weg,41.0,50.1291291,8.5954361,,Eschborner Landstraße West,285.0,50.1301358,8.5915629,,Wolf-Heidenheim-Straße,451.0,50.1278258,8.6011892,,11,43,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Michael-Ende-Schule,Haupt- und Realschule,weiterfuehrende-allgemeinbildende-schulen,"Haupt- und Realschule, Weiterführende allgemeinbildende Schule",1-10,Niddagaustraße 29,60489,Frankfurt am Main,Frankfurt am Main,Hessen,Rödelheim,50.1284,8.61129,Haupt- und Realschule,+49 69 212 44408,poststelle.michael-ende-schule@stadt-frankfurt.de,http://www.michael-ende-schule.net,Stadt Frankfurt am Main,,,Stefan Franz,,675.0,33.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Sport",,,Deutsch,Englisch,Englisch,"Französisch, Herkunftssprachlicher Unterricht, Italienisch, Türkisch",,"Englisch, Englisch, Französisch, Herkunftssprachlicher Unterricht, Italienisch, Türkisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,"""Verein der Freunde und Förderer der Michael-Ende-Schule e.V.""",,"Michael Ende (1929-1995), Schriftsteller, Autor von Jim Knopf, Momo, Die unendliche Geschichte",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/michael-ende-schule,michael-ende-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Rödelheim,504.0,50.1247899,8.6070103,,Hausener Weg,695.0,50.131425,8.6198226,,Stephan-Heise-Straße,915.0,50.136283,8.6149963,,Rebstockbad,1727.0,50.1137127,8.6191804,,An der Dammheide,1875.0,50.11727,8.6310384,,Leonardo-da-Vinci-Allee,1999.0,50.1134821,8.6269473,,Reifenberger Straße/Sozialzentrum,282.0,50.128212,8.6152413,,Lorscher Straße,352.0,50.1254654,8.6094223,,Radilostraße,366.0,50.1251239,8.6108326,,16,52,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Musterschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Oberweg 5-9,60318,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1219,8.68522,+49 69 212 35267,+49 69 212 40541,poststelle.musterschule@stadt-frankfurt.de,http://www.musterschule.de,Stadt Frankfurt am Main,,,Stefan Langsdorf,Maren Walter,980.0,36.0,08:00 Uhr bis 17:15 Uhr,,Schwerpunkt Musik,,,Deutsch,,"Englisch, Französisch","Englisch, Französisch, Latein",Italienisch,"Englisch, Französisch, Englisch, Französisch, Latein, Italienisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung besonderer Begabung, Ganztägig arbeitende Schule, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Schüleraustausch, Schülerzeitung",,,Musterschulverein,Von der Stadtbücherei aufgebaut und organisiert. Integriertem Lernbereich „StudioM“,"Gegründet im Jahre 1803 von der Frankfurter Bürgerschaft als Probier- und Experimentierschule - deshalb ""Muster""-Schule",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/musterschule,musterschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Musterschule,73.0,50.12205,8.6862198,,Oeder Weg 1-25,597.0,50.1180564,8.6793792,,"U-Bahn (50.1178,8.6796)",610.0,50.1177706,8.6795975,,Hessendenkmal,446.0,50.1189002,8.6893769,,Friedberger Platz,469.0,50.1229292,8.6915958,,Matthias-Beltz-Platz,708.0,50.1265694,8.691974,,Musterschule,81.0,50.1222089,8.6862539,,Unterweg,296.0,50.119285,8.6844798,,Scheffeleck,298.0,50.119671,8.687543,36,29,144,"32, 36, n4, n72",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Neues Gymnasium Frankfurt,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5. Klasse,Elisabeth-Norgall-Straße 1,60487,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1255059,8.6297126,,,,https://neues-gymnasium-frankfurt.de/,Stadt Frankfurt am Main,,,Nils Franke,Yvonne Engelmann,180.0,6.0,8:30 - 14:15 Uhr,,"Schwerpunkt Naturwissenschaften, Schwerpunkt Ökonomie",,,,,Englisch,"Latein, Spanisch",,"Englisch, Latein, Spanisch",,Schule mit Ganztagsangeboten - Profil 2,,,,,,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/neues-gymnasium-frankfurt,neues-gymnasium-frankfurt,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Industriehof,343.0,50.1285885,8.6298175,,Fischstein,537.0,50.1293756,8.6251947,,Kirchplatz,545.0,50.1252224,8.6373458,,An der Dammheide,921.0,50.11727,8.6310384,,Juliusstraße,1231.0,50.1254101,8.6469765,,Kuhwaldstraße,1231.0,50.116895,8.6405756,,Brigitte-Frauendorf-Straße,338.0,50.1228605,8.6320441,,Industriehof,355.0,50.1286915,8.6293946,,Schönhof,386.0,50.1244925,8.6348904,,17,60,"32, 36, 73",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Otto-Hahn-Schule,Kooperative Gesamtschule (KGS),weiterfuehrende-allgemeinbildende-schulen,"Kooperative Gesamtschule (KGS), Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",5-13,Urseler Weg 27,60437,Frankfurt am Main,Frankfurt am Main,Hessen,Nieder-Eschbach,50.2019,8.66776,+49 69 212 44200,+49 69 212 44222,poststelle.otto-hahn-schule@stadt-frankfurt.de,http://www.ohs-frankfurt.de,Stadt Frankfurt am Main,,,Dirk Kapfenberger,N.N.,1420.0,42.0,07:45 bis 16:00 Uhr / Oberstufenunterricht bis 17:00 Uhr,,Schwerpunkt Naturwissenschaften,,,Deutsch,,Englisch,"Französisch, Latein, Spanisch",Spanisch,"Englisch, Französisch, Latein, Spanisch, Spanisch",,Schule mit Ganztagsangeboten - Profil 2,"Angebote zur beruflichen Orientierung, Besondere Leseförderung, Ganztagsangebote, Jugendhilfeangebot, Mittagessen, Schüleraustausch",,"MINT-EC-Zertifikat, Lions-Quest Qualitätssiegel, MINTfreundliche Schule, Umweltschule des Landes Hessen","""Förderverein der Otto-Hahn-Schule in Frankfurt e.V.""",Von der Stadtbücherei aufgebaut und organisiert.,"Otto Hahn (1879-1968), Chemiker, Nobelpreisträger, Ehrenbürger der Stadt Frankfurt am Main",,,Gymnasialzweig ab Klasse 5,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/otto-hahn-schule,otto-hahn-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Nieder-Eschbach,322.0,50.1994882,8.6702584,,Bonames Mitte,1825.0,50.1855563,8.665375,,Ober-Eschbach,1946.0,50.2149909,8.6496021,,Gravensteiner-Platz,5641.0,50.1551792,8.69864,,Alkmenestraße,6019.0,50.1518084,8.6997916,,Schwabstraße,6452.0,50.1446265,8.682291,,Otto-Hahn-Schule,23.0,50.2016963,8.6677731,,Urseler Weg,142.0,50.2018839,8.6697599,,Warteposition,229.0,50.2003867,8.669951,,24,37,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Paul-Hindemith-Schule,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Schwalbacher Straße 71-77,60326,Frankfurt am Main,Frankfurt am Main,Hessen,Gallus,50.1053,8.63494,+49 69 212 35239,+49 69 212 40054,poststelle.paul-hindemith-schule@stadt-frankfurt.de,http://www.paul-hindemith-schule.de,Stadt Frankfurt am Main,,,Kirsten Mayer,,747.0,34.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,,,,Deutsch,,Englisch,Französisch,,"Englisch, Französisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 3,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,"""Freunde und Förderer der PHS e.V."", 1. Vorsitzende: P. Pfisterer, 2. Vorsitzende: C. Renner, Geschäftsführer: A. Brinkmann",Von der Stadtbücherei aufgebaut und organisiert.,"Paul Hindemith (1895-1963), Komponist und Bratschist",,,"Nach der 10. Klasse ist die Versetzung in eine gymnasiale Oberstufe und die Fachoberschule möglich (G9). Außerdem kann nach der 10. Klasse der Realschulabschluss, bzw. nach der 9. Klasse der Hauptschulabschluss erreicht werden.",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/paul-hindemith-schule,paul-hindemith-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt (Main) Galluswarte,685.0,50.1043873,8.6444435,,Frankfurt am Main Messe,957.0,50.1119428,8.6434702,,Messe,1545.0,50.111975,8.6539416,,Schwalbacher Straße,348.0,50.1022487,8.6360424,,Kriegkstraße,567.0,50.1012394,8.6397371,,Rebstöcker Straße,582.0,50.1016199,8.6291363,,Paul-Hindemith-Schule,48.0,50.1057265,8.6347976,,Hellerhofschule,319.0,50.1059453,8.6393048,,Europagarten/Messe West,328.0,50.1080273,8.6366921,,26,97,,65.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Private Kant-Schule Frankfurt gGmbH,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",1-4,Hammanstraße 9,60322,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1248045,8.6766341,+49 69 9551290,+49 69 95512920,info@kant-schule.de,https://www.kant-schule.de/,Private Träger,,Staatlich anerkannte Ersatzschule (Grundstufe) / Staatlich genehmigte Ersatzschule (Gymnasium),"Frau Kost, Herr Beier",,330.0,,08:15 bis 16:00 Uhr,,,,,Deutsch,Englisch,Englisch,"Französisch, Latein",,"Englisch, Englisch, Französisch, Latein",Ganztagsangebote,,"Ganztägig arbeitende Schule, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Mittagessen",,,,,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/private-kant-schule,private-kant-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Holzhausenstraße,268.0,50.126592,8.6741114,,"U-Bahn (50.1220,8.6758)",318.0,50.1219906,8.675848,,"U-Bahn (50.1219,8.6756)",329.0,50.121929,8.6755721,,Friedberger Platz,1082.0,50.1238054,8.691725,,Matthias-Beltz-Platz,1111.0,50.1265694,8.691974,,Hessendenkmal,1120.0,50.1186272,8.6890393,,Holzhausen-Park,252.0,50.1270624,8.6763907,,Holzhausenstraße,253.0,50.1264365,8.6741681,,Lessing-Gymnasium,253.0,50.124929,8.673089,,48,140,36,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
