schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_data_source
,Karl-von-Ibell-Schule,Grundschule,grundschulen,Grundschule,1-4,Schmalkaldener Straße 8,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Unterliederbach,50.1094,8.52718,+49 69 212 45164,+49 69 212 45165,poststelle.karl-von-ibell-schule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Filiz Dikeren,Nawal Sa´duddin,414.0,18.0,08:00 bis 13:20 Uhr,,,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Türkisch, Polnisch, Italienisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch, Polnisch, Italienisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Kooperationspartner",,"""Gesundheitsfördernde Schule"", Teilzertifikat ""Bewegung"" im Schuljahr 2008/09","""Förderverein der Karl-von-Ibell-Schule e.V."", Ansprechpartner: Herr Rupp",Erläuterungen der Angebote,Karl von Ibell (1780-1834) Politiker,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/karl-von-ibell-schule,karl-von-ibell-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Unterliederbach,169.0,50.1079758,8.5279993,,Frankfurt-Höchst Farbwerke,1215.0,50.098506,8.5284327,,Frankfurt-Höchst,1295.0,50.1027438,8.5420871,,Zuckschwerdtstraße,1943.0,50.103061,8.5525659,,Bolongaropalast,2019.0,50.1017019,8.5528179,,Tillystraße,2518.0,50.1014862,8.5602552,,Unterliederbach West,177.0,50.1109924,8.5272929,,Unterliederbach Markt,363.0,50.1107584,8.5318097,,Wasgaustraße,570.0,50.1082606,8.5349724,,9,43,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Karmeliterschule,Grundschule,grundschulen,Grundschule,1-4,Moselstraße 11,60329,Frankfurt am Main,Frankfurt am Main,Hessen,Bahnhofsviertel,50.1066,8.66786,+49 69 212 35338,+49 69 212 35215,poststelle.karmeliterschule@stadt-frankfurt.de,http://www.karmeliterschule.de,Stadt Frankfurt am Main,,,Julia Köcher,,155.0,9.0,"siehe ""Erläuterungen zu der Untrrichtszeit""",,,,,Deutsch,Englisch,,,,Englisch,Ganztagsangebote,Schule mit Frühbetreuung,"Besondere Leseförderung, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner",,,"""Förderverein der Karmeliterschule"", foerderverein@karmeliterschule.de",Erläuterungen der Angebote,"Benannt nach dem Karmeliterkloster, das seit 1250 in Frankfurt besteht.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/karmeliterschule,karmeliterschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,"U-Bahn (50.1076,8.6654)",212.0,50.1076328,8.6653627,,"U-Bahn (50.1074,8.6649)",233.0,50.107441,8.6648675,,"U-Bahn (50.1078,8.6647)",266.0,50.1078204,8.664657,,Hauptbahnhof/Münchener Straße,101.0,50.1069978,8.6665854,,Weserstraße/Münchener Straße,210.0,50.1078732,8.6700377,,Hauptbahnhof,237.0,50.1075206,8.6648555,,Hauptbahnhof/Münchener Straße,93.0,50.1069829,8.6666973,,Weserstraße/Münchener Straße,209.0,50.1078334,8.670065,,Hauptbahnhof,255.0,50.1078491,8.6648543,,89,200,"64, N16, N8",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Kerschensteinerschule,Grundschule,grundschulen,Grundschule,1-4,Am Spritzenhaus 2,60488,Frankfurt am Main,Frankfurt am Main,Hessen,Hausen,50.1326,8.62226,+49 69 212 45192,+49 69 212 45190,poststelle.kerschensteinerschule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Daniela Juraschek,Marcel Peters,363.0,17.0,08:00 bis 13:15 Uhr,,"Schwerpunkt Musik, Schwerpunkt Neue Technologien, Schwerpunkt Sport, Erläuterung Schwerpunkte",,,Deutsch,"Englisch, Weitere Sprachangebote, Französisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",,,,"Englisch, Weitere Sprachangebote, Französisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Pausenverkauf",,,"""Förderkreis Kerschensteinerschule e.V."", Ansprechpartnerin: Sabine Dziallas, foerderkreis@kerschensteinerschule-hausen.de","Von der Stadtbücherei aufgebaut und organisiert. Öffnungszeiten: Geöffnet in der 1. Pause, unterstützt von Eltern und durch den Förderverein (Bücherspenden). Unterrichtliche Nutzung klassenweise jederzeit möglich. Konzept: Autorenlesungen, Vorlesewettbewerb, Vorlesestunden, Zusammenarbeit mit der Stadtbibliothek Rödelheim.",Nach dem Arbeitspädagogen Georg Kerschensteiner (1854-1931),,,"Schulen mit flexiblem Schulanfang fügen die Jahrgangsstufen 1 und 2 inhaltlich und organisatorisch zusammen. Die Kinder durchlaufen diese beiden Stufen je nach individuellem Entwicklungs- und Leistungsstand in mindestens einem, zwei oder höchstens drei Jahren. Die Lehrkräfte werden in diesen Klassen von Sozialpädagoginnen/Sozialpädagogen unterstützt.",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/kerschensteinerschule,kerschensteinerschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Hausener Weg,217.0,50.131425,8.6198226,,Fischstein,415.0,50.1293756,8.6251947,,Große Nelkenstraße,437.0,50.1330284,8.6283519,,Markus-Krankenhaus,1734.0,50.1366388,8.6457564,,Frauenfriedenskirche,1774.0,50.1288186,8.646436,,An der Dammheide,1816.0,50.11727,8.6310384,,Hausener Weg,200.0,50.1312062,8.6204817,,Ellerfeld,355.0,50.1351361,8.6252826,,Fischstein,399.0,50.1294077,8.6248093,,17,45,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Kirchnerschule,Grundschule,grundschulen,Grundschule,1-4,Berger Straße 268,60385,Frankfurt am Main,Frankfurt am Main,Hessen,Bornheim,50.1289,8.71214,+49 69 212 35293,+49 69 212 37603,poststelle.kirchnerschule@stadt-frankfurt.de,http://www.kirchnerschule-frankfurt.de,Stadt Frankfurt am Main,,,Björn Loose,,442.0,20.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Schwerpunkt Sport, Erläuterung der Schwerpunkte",,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Kroatisch, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Kroatisch, Türkisch",,Schule mit Frühbetreuung,"AGs am Nachmittag, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner",,,,"Öffnungszeiten: täglich in den beiden Pausen, sowie für die Klassen nach Absprache. Von der Stadtbücherei aufgebaut und organisiert.","Dr. Anton Kirchner (1779-1835) Pfarrer, Historiker, Pädagoge",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/kirchnerschule,kirchnerschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,"Berger Straße, Saalburgstraße",383.0,50.1264858,8.7083158,,Am Rötheneck,434.0,50.1327705,8.7113072,,Bornheim Mitte,442.0,50.126098,8.7077502,,Bornheim Mitte,400.0,50.1262381,8.708374,,Ernst-May-Platz,400.0,50.1265548,8.7163931,,Saalburg-/Wittelsbacherallee,463.0,50.1247523,8.7127248,,Weidenbornstraße,324.0,50.131394,8.7097846,,Löwengasse,329.0,50.1283417,8.7166785,,Prüfling,359.0,50.1285489,8.7071272,34; 38; 43,43,104,"34, 38, 43, OF-103, n5",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Konrad-Haenisch-Schule (Grundschule),Grundschule,grundschulen,"Grundschule, Haupt- und Realschule, Weiterführende allgemeinbildende Schule",1-10,Lauterbacher Straße 2,60386,Frankfurt am Main,Frankfurt am Main,Hessen,Fechenheim,50.1344915,8.7523504,+49 69 212 45397,+49 69 212 45415,poststelle.konrad-haenisch-schule@stadt-frankfurt.de,http://www.konrad-haenisch-schule.com,Stadt Frankfurt am Main,,,Shahrooz Mahdavi,Holger Schmitt,590.0,29.0,"siehe ""Erläuterungen zu der Unterrichtszeit""",,"Schwerpunkt Sport, Schwerpunkt Sport",,,Deutsch,Englisch,"Englisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",,,"Englisch, Englisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,"""Konny"" Freunde und Förderverein der Konrad-Haenisch-Schule, Ansprechpartnerin: Frau Khederzadeh. Sschneiderbande@aol.com",Schulzeitung,"Konrad Haenisch (1876 – 1925), Politiker, Reformer, mitverantwortlich für die Einberufung der Reichsschulkonferenz 1920",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/konrad-haenisch-schule,konrad-haenisch-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Kruppstraße,679.0,50.1379284,8.7444682,,Hessen-Center,708.0,50.140506,8.7490937,,Gwinnerstraße,803.0,50.1336289,8.7411615,,Cassellastraße,736.0,50.1294995,8.7591318,,Hugo-Junkers-Straße,775.0,50.1275412,8.7531906,,Hugo-Junkers-Straße/Schleife,936.0,50.1261516,8.7541414,,Langenselbolder Straße,202.0,50.1327223,8.7529958,,Lauterbacher Straße,344.0,50.1323491,8.7488709,,Steinauer Straße,410.0,50.1330033,8.757613,,12,82,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Käthe-Kollwitz-Schule,Grundschule,grundschulen,Grundschule,1-4,West-Höchster Straße 103,65931,Frankfurt am Main,Frankfurt am Main,Hessen,Zeilsheim,50.0937,8.49565,+49 69 212 45188,+49 69 212 45174,poststelle.kaethe-kollwitz-schule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Nicole Karrock,Frau Schwartzkopff,324.0,12.0,08:00 bis 13:15 Uhr,,Schwerpunkt Neue Technologien,,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Ganztagsangebote, Gewaltprävention",,,"""Förderverein der Käthe-Kollwitz-Schule e.V."", Ansprechpartnerin: Susanne Langohr, vorstand@kks-foerderverein.de","Öffnungszeiten: täglich in der 1. Pause. Konzept: Ausleihe, Bücherkisten für Unterrichtsprojekte, Rallyes durch die Bibliothek, Lesenächte, Vorlese- und Bastelnachmittage, Lesungen. Von der Stadtbücherei aufgebaut und organisiert","Käthe Kollwitz (1867-1945), Künstlerin, Sie zählt zu den bekanntesten deutschen Künstlerinnen des 20. Jahrhunderts. Ihre Kunstwerke haben vor allem die Lebensverhältnisse der verarmten Großstadtarbeiterschaft sowie das Elend des Krieges zum Thema.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/kaethe-kollwitz-schule,kaethe-kollwitz-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt-Zeilsheim,871.0,50.0902826,8.5066433,,Frankfurt am Main Sindlingen,1371.0,50.0875382,8.5123032,,Frankfurt-Höchst Farbwerke,2399.0,50.098506,8.5284327,,Bolongaropalast,4174.0,50.1017019,8.5528179,,Zuckschwerdtstraße,4191.0,50.103061,8.5525659,,Tillystraße,4688.0,50.1014311,8.5602646,,Zeilsheim Kolonie,35.0,50.0940045,8.4957708,,Kolberger Weg,149.0,50.0950124,8.4952538,,Kirche Zeilsheim,245.0,50.0950045,8.4928836,,22,61,810,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Liebfrauenschule,Grundschule,grundschulen,Grundschule,1-4,Schäfergasse 23,60313,Frankfurt am Main,Frankfurt am Main,Hessen,Innenstadt,50.1158,8.68464,+49 69 212 35162,+49 69 212 31441,poststelle.liebfrauenschule@stadt-frankfurt.de,http://www.liebfrauenschule.info/,Stadt Frankfurt am Main,,,Susanna Kock,Kerstin Henche,370.0,12.0,,,"Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Sport, Schwerpunkte",,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Spanisch, Türkisch, Bilingual, Spanisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Spanisch, Türkisch, Bilingual, Spanisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Ganztagsangebote, Kooperationspartner, Mittagessen",,Musikalische Grundschule,"""Förderverein Freunde und Förderer der Liebfrauenschule"", Ansprechpartnerin: Frau Kellermann-Galle, poststelle.liebfrauenschule@stadt-frankfurt.de",Erläuterungen der Angebote,Sie geht auf die 1333 errichtete Schola Mariae Virginis (Schule der Jungfrau Maria) zurück.,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/liebfrauenschule,liebfrauenschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,"Zeil, Stiftstraße",141.0,50.1146284,8.6838835,,"Zeil, Fahrgasse, Große Friedberger Straße",181.0,50.1146042,8.686367,,Konstablerwache,203.0,50.1146301,8.6868253,,Konstablerwache,274.0,50.114492,8.6878891,,Börneplatz,420.0,50.1123897,8.6871697,,Hessendenkmal,444.0,50.1186272,8.6890393,,Peterskirche,238.0,50.1178765,8.6838265,,Konstablerwache,257.0,50.1148598,8.687928,,Alte Gasse,314.0,50.1181517,8.6870654,,88,212,"14, 18, 36, n72",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Liesel-Oestreicher-Schule,Grundschule,grundschulen,Grundschule,1-4,Boskoopstraße 6,60435,Frankfurt am Main,Frankfurt am Main,Hessen,Preungesheim,50.1571,8.69986,+49 69 212 73475,+49 69 212 73500,poststelle.liesel-oestreicher-schule@stadt-frankfurt.de,http://www.liesel-oestreicher-schule.de,Stadt Frankfurt am Main,,,Thilo Schulz,Marie Menje,365.0,16.0,08:00 bis 13:10 Uhr,,,,,Deutsch,Englisch,,,,Englisch,,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Ganztagsangebote, Kooperationspartner, Mittagessen, Schüleraustausch",,"MINT-Schule, Jazz-Aktiv-Schule, Internet-ABC-Schule","""Freunde und Förderer der Liesel-Oestreicher-Schule e.V."": foerderverein@liesel-oestreicher-schule.de",Betreut vom Bibliotheksteam (Lehrer und Eltern). Von der Stadtbücherei aufgebaut und organisiert.,"Liesel Oestreicher, 1893 - 1984 Pädagogin",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/liesel-oestreicher-schule,liesel-oestreicher-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Preungesheim,896.0,50.1585161,8.6874727,,Sigmund-Freud-Straße,1008.0,50.1547945,8.6861706,,Ronneburgstraße,1051.0,50.1513695,8.6881232,,Gravensteiner-Platz,227.0,50.15519,8.6987305,,Alkmenestraße,588.0,50.1518084,8.6997916,,Walter-Kolb-Siedlung,1168.0,50.1468119,8.7031811,18.0,Wiesenhüttenstift,173.0,50.1564032,8.6976857,,Gravensteiner-Platz,225.0,50.1553692,8.6982279,,An den Drei Hohen,347.0,50.1583051,8.6953651,,12,37,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Linnéschule,Grundschule,grundschulen,Grundschule,1-4,Linnéstraße 18-20,60385,Frankfurt am Main,Frankfurt am Main,Hessen,Ostend,50.1218,8.70664,+49 69 212 35275,+49 69 212 30390,poststelle.linneschule@stadt-frankfurt.de,http://www.linneschule-frankfurt.de,Stadt Frankfurt am Main,,,Tristan Lotz,Natalie Radewagen,343.0,17.0,08:00 bis 13:15 Uhr,,"Schwerpunkt Musik, Schwerpunkt Neue Technologien, Schwerpunkt Sport, Schwerpunkte",,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Italienisch, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Italienisch, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Jugendhilfeangebot, Mittagessen, Kooperationspartner",,"""Gesundheitsfördernde Schule""","""ELFE-Eltern und Lehrer fördern Erziehung an der Linnéschule""",Schullandheim,Carl von Linné (1707-1778) schwedischer Botaniker und Naturforscher,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/linneschule,linneschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,"Berger Straße, Höhenstraße",372.0,50.1231764,8.7018837,,Höhenstraße,387.0,50.1227967,8.7014363,,"Berger Straße, Wiesenstraße",395.0,50.1253534,8.7064236,,Habsburger-/Wittelsbacherallee,168.0,50.1203687,8.7058835,,Freiligrathstraße,225.0,50.1219986,8.7097845,,Bornheim Mitte,509.0,50.1262381,8.708374,,Habsburger-/Wittelsbacherallee,180.0,50.1202548,8.7058858,,Freiligrathstraße,236.0,50.1222652,8.7098687,,Höhenstraße,350.0,50.1225353,8.7018622,,34,128,"34, 38, 43, OF-103, n5",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Ludwig-Richter-Schule,Grundschule,grundschulen,Grundschule,1-4,,0None,Frankfurt am Main,Frankfurt am Main,Hessen,Eschersheim,50.1548,8.66127,+49 69 212 33942,+49 69 212 32746,poststelle.ludwig-richter-schule@stadt-frankfurt.de,http://www.ludwigrichterschule.de,Stadt Frankfurt am Main,,,Tobias Oswald,,180.0,9.0,07:55 bis 15:00 Uhr,,,,,Deutsch,"Englisch, Französisch",Englisch,,,"Englisch, Französisch, Englisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Jugendhilfeangebot, Mittagessen, Pausenverkauf",,,"""Freunde und Förderer der Ludwig-Richter-Schule"", Ansprechpartner/in: Schulleitung",,Ludwig Richter (1803-1884) Maler,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/ludwig-richter-schule,ludwig-richter-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Lindenbaum,269.0,50.1523962,8.6617379,,Weißer Stein,375.0,50.1564973,8.6567156,,Frankfurt-Eschersheim,559.0,50.1575014,8.6546528,,Schwabstraße,1877.0,50.1446265,8.682291,,Ginnheim Mitte,1929.0,50.1402029,8.6466334,,Markus-Krankenhaus,2301.0,50.1366419,8.6457914,,Hinter den Ulmen,135.0,50.1554101,8.6629129,,Lindenbaum,219.0,50.152836,8.6614476,,Höllbergstraße,309.0,50.1535844,8.6573741,,40,97,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Ludwig-Weber-Schule,Grundschule,grundschulen,Grundschule,1-4,Paul-Kirchhof-Platz 13,65931,Frankfurt am Main,Frankfurt am Main,Hessen,Sindlingen,50.0879,8.50674,+49 69 212 45465,,poststelle.ludwig-weber-schule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Martin Stojan,,215.0,10.0,08:00 bis 13:30 Uhr,,,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Besondere Leseförderung, Förderung besonderer Begabung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Kooperationspartner",,"2017 Frankfurter Bürgerpreis, 2018 Finalist Frankfurter Schulpreis, 2020 Erhalt der Walter-Möller-Plakette",,Sportangebote,Ludwig Weber (1863-1932) evangelischer Pfarrer,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/ludwig-weber-schule,ludwig-weber-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt-Zeilsheim,265.0,50.0902826,8.5066433,,Frankfurt am Main Sindlingen,399.0,50.0875382,8.5123032,,Frankfurt-Höchst Farbwerke,1946.0,50.098506,8.5284327,,Bolongaropalast,3628.0,50.1017019,8.5528179,,Zuckschwerdtstraße,3678.0,50.103061,8.5525659,,Tillystraße,4104.0,50.1014311,8.5602646,,Zeilsheim Bahnhof,274.0,50.0903494,8.5071628,,Sindlingen Bahnhof,338.0,50.0882148,8.511456,,Industriepark Höchst Tor West,527.0,50.0862297,8.5136546,,8,39,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Main Schule,Grundschule,grundschulen,Grundschule,,Stiftstraße 30,60313,Frankfurt am Main,Frankfurt am Main,Hessen,Innenstadt,50.1164933,8.6812911,+49 69 57801643,+49 69 95454575,info@main-schule.de,https://www.main-schule.de/,Private Träger,BildungPlus e.V.,,Lilia Dejak,,50.0,,,,,,,,,Englisch,"Russisch, Bilingual, Englisch",,"Englisch, Russisch, Bilingual, Englisch",Ganztagsangebote,,,,,,,,,,Grundschule mit Eingangsstufe,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/main-schule,main-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Eschenheimer Tor,132.0,50.1172602,8.6798839,,Schillerstraße 46-20,146.0,50.1166376,8.6792621,,"Schillerstraße 31-1, Taubenstraße",156.0,50.116695,8.6791258,,Konstablerwache,520.0,50.114492,8.6878891,,Hessendenkmal,601.0,50.1186272,8.6890393,,Römer/Paulskirche,620.0,50.1109512,8.6821892,,Eschenheimer Tor,94.0,50.1171098,8.680384,,Peterskirche,237.0,50.1178765,8.6838265,,Unterweg,384.0,50.1192473,8.6845473,,64,214,"36, 64, N7, n72",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
